Authors,Title,Journal,Year,Host subfamily,Host genus,Host species,Virus subfamily,Virus genus,Virus strain or sequence,Tissue tested?,nSamples,nPositive,Prevalence,Detection type,Study type,Detection method,Detection method specific,Gene/Antigen Target,Sample type,Isolation successful,Country,State or Region,Site,Latitude,Longitude,SamplingYear,SamplingMonth,StartYear,StartMonth,EndYear,EndMonth,Season,Notes
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,saliva,4,0,,pooled,cross-sectional,PCR,duplex RT-PCR,N,saliva,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,urine,4,0,,pooled,cross-sectional,PCR,duplex RT-PCR,N,urine,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,rousettinae,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,4,0,,single,cross-sectional,serology,ELISA,NA,blood,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,rousettinae,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,saliva,4,0,,pooled,cross-sectional,PCR,duplex RT-PCR,N,saliva,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",emerging infectious diseases,2005,rousettinae,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,urine,4,0,,pooled,cross-sectional,PCR,duplex RT-PCR,N,urine,NA,thailand,"chon buri, sing buri, ayutthaya, cha choeng sao, ra yong, pra chin buri, ratcha buri, surat thani, bangkok",NA,,,NA,NA,2002,march,2004,february,NA,17 trips to 15 sites
"Breed, AC; Breed, MF; Meers, J; Field, HE",Evidence of Endemic Hendra Virus Infection in Flying-Foxes (Pteropus conspicillatus)-Implications for Disease Risk Management,plos one,2011,pteropodinae,pteropus,conspicillatus,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,521,290,,single,cross-sectional,serology,virus neutralization test,NA,blood,NA,australia,queensland,gordonvale,-17.081,145.779,NA,NA,2005,january,2007,february,NA,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,orthoparamyxovirinae,henipavirus,cedar virus,blood or serum,190,1,,single,cross-sectional,serology,luminex assay,CedV sG,blood,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,190,2,,single,cross-sectional,serology,luminex assay,HeV sG,blood,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,190,0,,single,cross-sectional,serology,luminex assay,NiV sG,blood,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,rubulavirinae,pararubulavirus,menangle virus,blood or serum,190,3,,single,cross-sectional,serology,luminex assay,MenV sHN,blood,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,rubulavirinae,pararubulavirus,tioman virus,blood or serum,190,20,,single,cross-sectional,serology,luminex assay,N,blood,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,NA,NA,NA,feces,31,0,,single,cross-sectional,PCR,x-tag multiplex assay,various,feces,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,NA,NA,NA,oral,199,0,,single,cross-sectional,PCR,x-tag multiplex assay,various,swab,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,NA,NA,NA,urine,32,0,,single,cross-sectional,PCR,x-tag multiplex assay,various,urine,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,NA,NA,NA,urine,25,0,,single,cross-sectional,PCR,x-tag multiplex assay,various,swab,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,orthoparamyxovirinae,henipavirus,NA,feces,31,0,,single,cross-sectional,PCR,real time RT-PCR,N,feces,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,orthoparamyxovirinae,henipavirus,NA,oral,199,0,,single,cross-sectional,PCR,real time RT-PCR,N,swab,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,orthoparamyxovirinae,henipavirus,NA,urine,32,0,,single,cross-sectional,PCR,real time RT-PCR,N,urine,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,orthoparamyxovirinae,henipavirus,NA,urine,25,0,,single,cross-sectional,PCR,real time RT-PCR,N,swab,NA,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),transboundary and emerging diseases,2022,pteropodinae,pteropus,natalis,NA,NA,NA,urine,13,0,,single,cross-sectional,virus isolation,cell culture,NA,urine,0,australia,christmas island,19 sites,,,NA,NA,2015,NA,2018,NA,winter,
"Peel, AJ; Wells, K; Giles, J; Boyd, V; Burroughs, A; Edson, D; Crameri, G; Baker, ML; Field, H; Wang, LF; McCallum, H; Plowright, RK; Clark, N",Synchronous shedding of multiple bat paramyxoviruses coincides with peak periods of Hendra virus spillover,emerging microbes and infections,2019,pteropodinae,pteropus,"alecto, poliocephalus, scapulatus",NA,NA,NA,urine,320,NA,,pooled,,PCR,luminex assay,L,urine,NA,australia,queensland,boonah,,,NA,NA,2010,november,2012,november,NA,"nine viruses detected (henipaviruses, pararubulaviruses, and unclassified; prevalences not reported): cedar, hendra, menangle, teviot, geelong, grove, hervey, yarra bend, yeppoon"
"Peel, AJ; Wells, K; Giles, J; Boyd, V; Burroughs, A; Edson, D; Crameri, G; Baker, ML; Field, H; Wang, LF; McCallum, H; Plowright, RK; Clark, N",Synchronous shedding of multiple bat paramyxoviruses coincides with peak periods of Hendra virus spillover,emerging microbes and infections,2019,pteropodinae,pteropus,"alecto, poliocephalus, scapulatus",NA,NA,NA,urine,129,NA,,pooled,,PCR,luminex assay,L,urine,NA,australia,queensland,cedar grove,,,NA,NA,2010,november,2012,november,NA,"three viruses detected (pararubulaviruses and unclassified; prevalences not reported): menangle, teviot, grove"
"Peel, AJ; Wells, K; Giles, J; Boyd, V; Burroughs, A; Edson, D; Crameri, G; Baker, ML; Field, H; Wang, LF; McCallum, H; Plowright, RK; Clark, N",Synchronous shedding of multiple bat paramyxoviruses coincides with peak periods of Hendra virus spillover,emerging microbes and infections,2019,pteropodinae,pteropus,poliocephalus,NA,NA,NA,urine,682,NA,,pooled,,PCR,luminex assay,L,urine,NA,australia,victoria,geelong,,,NA,NA,2010,november,2012,november,NA,"five viruses detected (henipavirus, pararubulavirus, and unclassified; prevalences not reported): cedar, teviot, geelong, yarra bend, yeppoon"
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",emerging infectious diseases,2013,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,6,1,,single,cross-sectional,serology,serum neutralization test,NA,blood,NA,malaysia,perlis,NA,,,NA,NA,2004,january,2006,october,NA,"additional kidney samples, oropharyngeal swabs, and urogenital swabs collected; viral isolation unsuccessful"
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",emerging infectious diseases,2013,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,50,12,,single,cross-sectional,serology,serum neutralization test,NA,blood,NA,malaysia,perak,"teluk, memali, and lenggong",,,NA,NA,2004,january,2006,october,NA,"additional kidney samples, oropharyngeal swabs, and urogenital swabs collected; viral isolation unsuccessful"
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",emerging infectious diseases,2013,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,18,7,,single,cross-sectional,serology,serum neutralization test,NA,blood,NA,malaysia,terengganu,"kampung alor lek, setiu, and kuala berang",,,NA,NA,2004,january,2006,october,NA,"additional kidney samples, oropharyngeal swabs, and urogenital swabs collected; viral isolation unsuccessful"
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",emerging infectious diseases,2013,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,73,31,,single,cross-sectional,serology,serum neutralization test,NA,blood,NA,malaysia,johor,benut and kesang,,,NA,NA,2004,january,2006,october,NA,"additional kidney samples, oropharyngeal swabs, and urogenital swabs collected; viral isolation unsuccessful"
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",emerging infectious diseases,2013,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,106,31,,single,cross-sectional,serology,serum neutralization test,NA,blood,NA,malaysia,pahang,"tanjung agas, pasir panjang, and ganchong",,,NA,NA,2004,january,2006,october,NA,"additional kidney samples, oropharyngeal swabs, and urogenital swabs collected; viral isolation unsuccessful"
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",emerging infectious diseases,2013,pteropodinae,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,23,0,,single,cross-sectional,serology,serum neutralization test,NA,blood,NA,malaysia,perak,pulau pangkor,,,NA,NA,2004,january,2006,october,NA,"additional kidney samples, oropharyngeal swabs, and urogenital swabs collected; viral isolation unsuccessful"
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",emerging infectious diseases,2013,pteropodinae,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,15,2,,single,cross-sectional,serology,serum neutralization test,NA,blood,NA,malaysia,terengganu,pulau perhentian,,,NA,NA,2004,january,2006,october,NA,"additional kidney samples, oropharyngeal swabs, and urogenital swabs collected; viral isolation unsuccessful"
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",emerging infectious diseases,2013,pteropodinae,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,29,1,,single,cross-sectional,serology,serum neutralization test,NA,blood,NA,malaysia,terengganu,pulau kapas,,,NA,NA,2004,january,2006,october,NA,"additional kidney samples, oropharyngeal swabs, and urogenital swabs collected; viral isolation unsuccessful"
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",emerging infectious diseases,2013,pteropodinae,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,50,10,,single,cross-sectional,serology,serum neutralization test,NA,blood,NA,malaysia,pahang,pulau tioman,,,NA,NA,2004,january,2006,october,NA,"additional kidney samples, oropharyngeal swabs, and urogenital swabs collected; viral isolation unsuccessful"
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",emerging infectious diseases,2013,pteropodinae,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,50,10,,single,longitudinal,serology,serum neutralization test,NA,blood,NA,malaysia,pahang,pulau tioman,,,2004,january,NA,NA,NA,NA,NA,additional oropharyngeal and urogenital swabs collected; viral isolation unsuccessful; overall seroprevalence with pups included: 9.8%
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",emerging infectious diseases,2013,pteropodinae,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,50,7,,single,longitudinal,serology,serum neutralization test,NA,blood,NA,malaysia,pahang,pulau tioman,,,2004,april,NA,NA,NA,NA,NA,additional oropharyngeal and urogenital swabs collected; viral isolation unsuccessful; overall seroprevalence with pups included: 9.8%
